Age,Education,Department,Job_Title,Experience_Years,Num_Skills,Skills,Salary_USD,Salary_Label
27,Bachelor's,IT,DevOps Engineer,4,4,"Cloud (AWS/GCP), Data Analysis, Leadership, Communication",61505.04,Low
27,Bachelor's,Operations,Operations Manager,4,5,"Machine Learning, Leadership, JavaScript, Communication, Power BI",42487.58,Low
28,High School,Marketing,SEO Analyst,7,4,"Java, Power BI, Excel, Machine Learning",55457.69,Low
27,Master's,IT,Software Engineer,3,3,"SQL, JavaScript, Power BI",61806.76,Low
32,PhD,Finance,CFO,8,4,"Machine Learning, Python, Power BI, Leadership",82121.51,High
26,Bachelor's,Operations,Supply Chain Analyst,5,2,"Java, Excel",50237.32,Low
29,Bachelor's,Operations,Logistics Head,6,4,"Project Management, Power BI, Excel, Machine Learning",67836.2,Low
20,Bachelor's,Sales,Account Manager,0,6,"SQL, Project Management, Machine Learning, Excel, Communication, JavaScript",40117.25,Low
26,Master's,Operations,Logistics Head,2,6,"Communication, Project Management, Leadership, Data Analysis, Java, Python",75317.32,High
33,Master's,Data Science,ML Engineer,9,3,"Cloud (AWS/GCP), SQL, Java",99654.13,High
21,High School,Marketing,Marketing Manager,0,3,"Leadership, Project Management, Power BI",21002.25,Low
27,Master's,Data Science,Data Scientist,3,3,"Java, Communication, Python",84947.66,High
28,PhD,HR,Training Specialist,4,4,"Power BI, Excel, Python, Data Analysis",82394.53,High
25,PhD,Sales,Account Manager,0,7,"Java, JavaScript, Power BI, Project Management, SQL, Excel, Communication",76852.58,High
29,Master's,IT,DevOps Engineer,7,5,"Project Management, Cloud (AWS/GCP), Excel, Python, Java",80794.33,High
30,PhD,Finance,Accountant,5,5,"Cloud (AWS/GCP), Communication, Machine Learning, Excel, Python",89333.78,High
25,Master's,Marketing,Marketing Manager,1,6,"JavaScript, Project Management, Leadership, Python, SQL, Java",83000.22,High
23,Master's,Sales,Sales Head,0,5,"Power BI, Machine Learning, JavaScript, Communication, SQL",57333.48,Low
25,Bachelor's,Finance,Accountant,3,7,"JavaScript, SQL, Cloud (AWS/GCP), Project Management, Python, Excel, Machine Learning",73938.18,High
23,Bachelor's,Data Science,Data Analyst,0,5,"Machine Learning, Project Management, Excel, Cloud (AWS/GCP), Power BI",55589.2,Low
24,Bachelor's,Sales,Sales Executive,4,7,"Cloud (AWS/GCP), Python, SQL, Project Management, Data Analysis, Machine Learning, Leadership",59272.54,Low
28,PhD,Sales,Sales Head,3,3,"Cloud (AWS/GCP), Data Analysis, Leadership",89134.5,High
23,High School,HR,HR Manager,4,6,"Java, Leadership, Power BI, Project Management, Data Analysis, SQL",47862.71,Low
27,PhD,Data Science,ML Engineer,1,4,"Leadership, SQL, Machine Learning, Power BI",82765.96,High
23,Bachelor's,Marketing,Marketing Manager,1,3,"Excel, Data Analysis, Java",47837.69,Low
32,Master's,Marketing,Content Writer,9,7,"Power BI, Machine Learning, Communication, Python, Cloud (AWS/GCP), JavaScript, Project Management",82821.6,High
23,Bachelor's,IT,QA Engineer,3,6,"Data Analysis, Project Management, JavaScript, Excel, Cloud (AWS/GCP), Java",59238.71,Low
29,Bachelor's,Data Science,Data Scientist,8,3,"Project Management, Data Analysis, Machine Learning",77551.35,High
36,Master's,Marketing,SEO Analyst,14,3,"Machine Learning, Leadership, SQL",87240.18,High
22,Bachelor's,Marketing,Content Writer,1,5,"Java, SQL, Cloud (AWS/GCP), Project Management, Data Analysis",49793.01,Low
26,Master's,Sales,Sales Head,1,6,"Data Analysis, Machine Learning, Python, Leadership, SQL, Excel",59351.75,Low
21,High School,Operations,Supply Chain Analyst,1,4,"Excel, Cloud (AWS/GCP), Communication, JavaScript",43488.13,Low
31,Master's,Data Science,Data Analyst,8,3,"Java, JavaScript, Power BI",76561.85,High
23,High School,Operations,Logistics Head,3,2,"Java, Excel",39181.68,Low
20,High School,Finance,Financial Analyst,0,2,"Cloud (AWS/GCP), Leadership",20000.0,Low
28,Bachelor's,Data Science,Data Scientist,7,3,"Machine Learning, Java, Communication",83784.66,High
23,Bachelor's,Operations,Supply Chain Analyst,3,5,"Machine Learning, SQL, Power BI, Excel, Java",52929.16,Low
19,High School,IT,QA Engineer,1,5,"Power BI, Data Analysis, Python, Communication, Project Management",51513.36,Low
25,Master's,Finance,CFO,3,4,"Power BI, Communication, Leadership, Cloud (AWS/GCP)",64775.87,Low
24,Master's,Sales,Sales Executive,1,5,"JavaScript, Machine Learning, Leadership, Python, Data Analysis",51668.53,Low
35,Master's,Sales,Account Manager,13,2,"Communication, Java",93725.54,High
36,Bachelor's,IT,Software Engineer,14,4,"Cloud (AWS/GCP), Communication, Leadership, SQL",93123.18,High
23,Bachelor's,Finance,CFO,1,3,"Project Management, Communication, Cloud (AWS/GCP)",53191.78,Low
22,Master's,Sales,Sales Head,0,4,"JavaScript, SQL, Leadership, Communication",50445.71,Low
21,Bachelor's,Finance,Accountant,1,7,"Excel, Communication, Python, Java, Leadership, JavaScript, Machine Learning",43704.43,Low
39,PhD,Sales,Sales Head,14,3,"Data Analysis, Cloud (AWS/GCP), Leadership",106918.49,High
32,Bachelor's,Operations,Supply Chain Analyst,11,7,"Java, Machine Learning, Python, Leadership, Excel, Communication, SQL",84022.62,High
33,Master's,Marketing,SEO Analyst,10,4,"JavaScript, Communication, Power BI, SQL",82587.48,High
23,Bachelor's,Sales,Account Manager,3,4,"Python, SQL, Leadership, JavaScript",51808.97,Low
27,Master's,Data Science,Data Analyst,3,3,"JavaScript, Java, SQL",79929.66,High
36,High School,HR,Training Specialist,15,4,"JavaScript, Project Management, Cloud (AWS/GCP), Data Analysis",66635.76,Low
29,Bachelor's,Sales,Sales Head,7,5,"Python, Power BI, Project Management, Java, Communication",72774.17,High
32,Bachelor's,HR,HR Manager,10,2,"Machine Learning, Project Management",48982.18,Low
25,Bachelor's,Operations,Operations Manager,2,6,"Leadership, Power BI, SQL, Python, Communication, Excel",49147.97,Low
26,Master's,HR,Recruiter,2,3,"Power BI, Python, Leadership",63147.23,Low
36,Bachelor's,Operations,Operations Manager,13,5,"SQL, Python, Java, Power BI, Project Management",72367.69,High
30,Bachelor's,Data Science,ML Engineer,8,6,"Project Management, Power BI, Leadership, Machine Learning, Cloud (AWS/GCP), Python",81882.07,High
31,Bachelor's,Operations,Supply Chain Analyst,8,6,"Project Management, JavaScript, Python, Leadership, Excel, Cloud (AWS/GCP)",68547.76,Low
23,Bachelor's,IT,QA Engineer,0,3,"Excel, Power BI, JavaScript",48438.25,Low
23,Bachelor's,Finance,Accountant,0,4,"Power BI, Leadership, Java, Data Analysis",56469.38,Low
31,Master's,IT,Software Engineer,8,3,"Power BI, Project Management, Cloud (AWS/GCP)",83056.42,High
23,Bachelor's,Finance,Accountant,0,3,"JavaScript, Java, Machine Learning",57559.55,Low
32,Bachelor's,Operations,Supply Chain Analyst,9,6,"Python, Machine Learning, Leadership, Communication, Excel, JavaScript",61460.62,Low
33,Bachelor's,HR,Training Specialist,11,6,"Cloud (AWS/GCP), Machine Learning, SQL, Leadership, Communication, Java",79721.17,High
25,Master's,Marketing,Content Writer,0,7,"Machine Learning, Power BI, SQL, Java, Leadership, Data Analysis, Excel",52398.5,Low
23,Bachelor's,Data Science,Data Scientist,3,4,"SQL, Power BI, Cloud (AWS/GCP), JavaScript",66293.11,Low
45,Master's,Operations,Logistics Head,20,4,"Communication, Java, SQL, Project Management",101266.3,High
34,Master's,HR,Training Specialist,10,3,"Excel, Communication, Machine Learning",73186.87,High
33,Master's,HR,Training Specialist,8,5,"Excel, SQL, Data Analysis, Python, Cloud (AWS/GCP)",80264.91,High
26,Master's,Data Science,Data Analyst,1,5,"JavaScript, Project Management, Python, Data Analysis, Java",67994.38,Low
35,Master's,Marketing,SEO Analyst,10,7,"Cloud (AWS/GCP), Communication, Java, Project Management, Python, Power BI, Data Analysis",86141.92,High
24,Master's,HR,HR Manager,2,4,"Java, SQL, Project Management, Python",66014.67,Low
25,Bachelor's,Sales,Sales Executive,3,7,"Communication, Power BI, Java, JavaScript, Project Management, Python, Machine Learning",60491.9,Low
23,Bachelor's,HR,Recruiter,0,5,"Java, Excel, Communication, Cloud (AWS/GCP), SQL",41292.96,Low
30,Bachelor's,Sales,Sales Executive,7,2,"JavaScript, Power BI",62922.0,Low
27,Bachelor's,HR,Training Specialist,7,4,"Leadership, Power BI, Machine Learning, Java",63680.13,Low
39,Master's,Marketing,Content Writer,14,3,"Excel, Power BI, Leadership",75621.76,High
31,Bachelor's,Operations,Supply Chain Analyst,9,5,"JavaScript, Project Management, Leadership, Machine Learning, Python",74476.62,High
23,Bachelor's,Operations,Logistics Head,3,7,"JavaScript, Power BI, Leadership, Cloud (AWS/GCP), Machine Learning, Data Analysis, Project Management",51491.76,Low
21,Bachelor's,Data Science,Data Scientist,0,3,"Excel, Python, Communication",53093.69,Low
27,Master's,Marketing,SEO Analyst,5,2,"Java, Leadership",70268.85,High
28,PhD,Marketing,SEO Analyst,4,5,"Data Analysis, Communication, Power BI, Leadership, JavaScript",86063.22,High
25,Master's,Sales,Sales Head,0,4,"SQL, Power BI, Leadership, Python",49871.93,Low
26,Bachelor's,Finance,CFO,4,6,"SQL, Excel, JavaScript, Communication, Java, Data Analysis",80829.38,High
27,Bachelor's,IT,DevOps Engineer,5,2,"Cloud (AWS/GCP), Machine Learning",67271.18,Low
23,Master's,Sales,Sales Executive,0,7,"Cloud (AWS/GCP), Project Management, JavaScript, Java, Data Analysis, Python, Communication",75741.56,High
23,Bachelor's,Sales,Sales Executive,1,2,"Python, Leadership",51819.42,Low
29,Master's,Finance,CFO,6,4,"SQL, Power BI, Leadership, Project Management",73162.7,High
33,Master's,HR,Recruiter,10,4,"Leadership, Project Management, JavaScript, Power BI",87605.81,High
27,Master's,HR,Training Specialist,3,7,"Machine Learning, Communication, Data Analysis, Excel, Python, Project Management, SQL",66416.5,Low
40,Master's,Sales,Sales Head,16,3,"Leadership, JavaScript, SQL",114043.25,High
29,Bachelor's,Marketing,SEO Analyst,9,5,"Project Management, Machine Learning, Cloud (AWS/GCP), Data Analysis, SQL",73714.8,High
29,Master's,HR,Training Specialist,4,2,"Cloud (AWS/GCP), Data Analysis",60909.1,Low
22,Master's,Sales,Account Manager,0,4,"Project Management, Cloud (AWS/GCP), Excel, Communication",66489.67,Low
32,Master's,Finance,Financial Analyst,9,2,"Project Management, Java",83978.48,High
29,Master's,Data Science,Data Analyst,5,7,"Communication, Machine Learning, Java, Python, JavaScript, Power BI, SQL",83696.07,High
25,PhD,Finance,Financial Analyst,0,4,"Machine Learning, Power BI, Project Management, Python",81281.0,High
20,Bachelor's,Finance,Accountant,0,4,"Communication, Cloud (AWS/GCP), Python, JavaScript",67096.27,Low
42,Bachelor's,HR,Recruiter,22,6,"Excel, JavaScript, Leadership, Data Analysis, SQL, Python",103089.38,High
28,Master's,IT,QA Engineer,5,3,"Power BI, Project Management, Python",76085.14,High
36,Master's,Operations,Operations Manager,14,5,"Java, Project Management, SQL, Power BI, Data Analysis",92706.16,High
30,Bachelor's,Sales,Account Manager,10,3,"Excel, JavaScript, Leadership",73151.88,High
21,Bachelor's,Data Science,Data Analyst,0,7,"Project Management, Python, Cloud (AWS/GCP), Java, Excel, Data Analysis, SQL",63634.13,Low
26,High School,Finance,Accountant,6,7,"SQL, Cloud (AWS/GCP), Excel, Java, Python, Communication, JavaScript",62926.91,Low
33,Bachelor's,Operations,Operations Manager,11,2,"Project Management, Java",67560.72,Low
26,Bachelor's,IT,QA Engineer,3,6,"SQL, Python, Excel, Communication, Power BI, Java",51079.89,Low
40,High School,Finance,Accountant,19,3,"Excel, Project Management, Communication",92182.06,High
45,Bachelor's,HR,Training Specialist,22,7,"Data Analysis, Machine Learning, Leadership, Python, Power BI, Java, Cloud (AWS/GCP)",102048.41,High
27,Master's,Operations,Logistics Head,4,5,"Data Analysis, Communication, Power BI, Excel, Python",68649.3,Low
30,PhD,Finance,Financial Analyst,6,7,"Communication, SQL, Project Management, Leadership, Machine Learning, Data Analysis, Power BI",100064.19,High
25,Master's,Operations,Logistics Head,1,7,"Machine Learning, Communication, Java, Data Analysis, JavaScript, Power BI, Excel",88073.86,High
29,Master's,Marketing,Marketing Manager,7,2,"Leadership, Machine Learning",86735.47,High
31,Master's,Finance,Financial Analyst,8,7,"Python, Excel, Java, Power BI, JavaScript, Leadership, Cloud (AWS/GCP)",82656.86,High
38,PhD,HR,HR Manager,11,4,"Python, SQL, Cloud (AWS/GCP), Project Management",84786.71,High
25,Master's,Operations,Logistics Head,2,4,"Java, Communication, Project Management, Excel",64277.95,Low
22,Bachelor's,Finance,Financial Analyst,2,2,"Leadership, Java",54448.5,Low
23,Bachelor's,Data Science,Data Analyst,3,6,"Project Management, Communication, Machine Learning, Excel, Cloud (AWS/GCP), Python",78926.22,High
30,PhD,Sales,Account Manager,5,5,"Excel, JavaScript, Leadership, Python, Java",91323.03,High
25,Bachelor's,Operations,Operations Manager,3,4,"Leadership, Communication, Power BI, Machine Learning",63904.21,Low
39,Bachelor's,Sales,Sales Head,17,6,"Data Analysis, Excel, Machine Learning, Project Management, Java, JavaScript",86229.37,High
38,PhD,IT,Software Engineer,13,3,"Communication, Project Management, Power BI",124807.83,High
24,Bachelor's,Operations,Logistics Head,3,4,"Java, SQL, Python, Data Analysis",49302.7,Low
24,Bachelor's,HR,HR Manager,3,2,"Project Management, Leadership",52449.24,Low
21,Bachelor's,Data Science,ML Engineer,1,2,"Leadership, Machine Learning",60056.2,Low
22,Bachelor's,Sales,Account Manager,0,2,"Leadership, Machine Learning",57228.94,Low
28,Master's,Marketing,Marketing Manager,5,4,"JavaScript, Power BI, Communication, Python",64892.95,Low
30,PhD,Finance,Accountant,4,5,"Java, JavaScript, Cloud (AWS/GCP), Data Analysis, Communication",63300.85,Low
21,Bachelor's,Operations,Logistics Head,0,7,"Communication, Leadership, Machine Learning, Cloud (AWS/GCP), Data Analysis, Java, SQL",52337.13,Low
25,Master's,IT,Software Engineer,3,4,"Java, Machine Learning, Excel, Cloud (AWS/GCP)",65124.4,Low
26,Bachelor's,Operations,Logistics Head,3,3,"JavaScript, Machine Learning, Leadership",51899.35,Low
27,Master's,Finance,CFO,3,4,"Java, Python, Excel, Power BI",76281.47,High
32,Bachelor's,Marketing,Content Writer,12,4,"Power BI, Data Analysis, Excel, Python",80041.19,High
27,Master's,Finance,Accountant,3,7,"Data Analysis, Machine Learning, Power BI, Java, Excel, Python, SQL",59986.25,Low
27,Bachelor's,Sales,Sales Executive,4,5,"Power BI, Excel, Machine Learning, Cloud (AWS/GCP), Leadership",51825.5,Low
30,Master's,Data Science,Data Scientist,5,5,"Machine Learning, Cloud (AWS/GCP), Python, JavaScript, Communication",88667.54,High
31,Master's,Operations,Operations Manager,8,7,"Project Management, Machine Learning, Excel, Leadership, JavaScript, Python, Communication",65877.51,Low
21,High School,Sales,Sales Executive,0,4,"Excel, Data Analysis, Communication, Python",32437.62,Low
31,Master's,Marketing,Marketing Manager,8,5,"Java, Power BI, Machine Learning, Python, JavaScript",87920.36,High
24,Bachelor's,Finance,Financial Analyst,2,5,"Leadership, Data Analysis, Python, Power BI, Java",55799.37,Low
27,Master's,Marketing,Marketing Manager,4,2,"Communication, Python",62622.7,Low
37,Bachelor's,IT,DevOps Engineer,14,6,"Data Analysis, Python, Java, Cloud (AWS/GCP), Leadership, Power BI",84112.79,High
29,Master's,Data Science,Data Scientist,7,6,"SQL, Java, Machine Learning, Python, Excel, JavaScript",95404.47,High
24,Bachelor's,IT,DevOps Engineer,2,3,"Excel, JavaScript, Python",49608.76,Low
21,High School,Data Science,Data Scientist,2,6,"SQL, Project Management, Data Analysis, JavaScript, Excel, Machine Learning",33549.46,Low
32,Bachelor's,HR,Recruiter,10,6,"Machine Learning, Leadership, Communication, Power BI, Excel, Python",73131.52,High
31,Master's,Marketing,Marketing Manager,8,6,"Java, Excel, Communication, Python, Power BI, SQL",88438.87,High
29,Master's,Finance,Financial Analyst,4,2,"Project Management, Communication",68504.91,Low
23,Bachelor's,Finance,Accountant,1,3,"Data Analysis, Excel, Java",50350.52,Low
20,Bachelor's,HR,Training Specialist,0,7,"Java, Leadership, Excel, JavaScript, Communication, Data Analysis, Python",45298.45,Low
25,Bachelor's,Marketing,Marketing Manager,3,5,"Project Management, Java, Power BI, Leadership, Cloud (AWS/GCP)",61921.33,Low
22,Bachelor's,Sales,Account Manager,1,5,"JavaScript, Data Analysis, Excel, Power BI, Machine Learning",49262.95,Low
32,Bachelor's,HR,Recruiter,9,6,"Power BI, Communication, Leadership, Python, JavaScript, SQL",66403.04,Low
27,Bachelor's,Finance,Financial Analyst,7,5,"Communication, Project Management, Cloud (AWS/GCP), SQL, Leadership",68818.22,Low
19,High School,Data Science,ML Engineer,1,5,"Excel, Communication, Leadership, Project Management, Cloud (AWS/GCP)",50516.97,Low
24,Master's,IT,DevOps Engineer,2,6,"Machine Learning, SQL, Java, Leadership, Python, Communication",59662.75,Low
21,Bachelor's,Sales,Sales Head,1,2,"Data Analysis, SQL",45844.39,Low
21,Bachelor's,Sales,Sales Executive,1,2,"Communication, Data Analysis",55226.58,Low
26,Bachelor's,Marketing,Marketing Manager,3,5,"Power BI, Data Analysis, Leadership, Excel, Project Management",53388.88,Low
23,Bachelor's,Operations,Operations Manager,0,4,"Leadership, Data Analysis, Java, Cloud (AWS/GCP)",44819.84,Low
27,Master's,Marketing,Content Writer,2,5,"Project Management, Cloud (AWS/GCP), JavaScript, Power BI, Machine Learning",67443.89,Low
28,Master's,Marketing,SEO Analyst,6,2,"Java, Python",68539.86,Low
41,Bachelor's,IT,QA Engineer,20,4,"Excel, Leadership, Machine Learning, Project Management",110516.64,High
31,Bachelor's,Operations,Supply Chain Analyst,10,2,"Project Management, JavaScript",60799.57,Low
44,Master's,Sales,Account Manager,20,5,"Communication, Data Analysis, Python, Java, JavaScript",123352.38,High
25,Master's,Operations,Supply Chain Analyst,3,4,"SQL, Power BI, Python, Communication",58319.47,Low
28,High School,HR,Training Specialist,7,5,"Python, Project Management, SQL, Data Analysis, Cloud (AWS/GCP)",39531.79,Low
20,High School,Data Science,Data Scientist,2,5,"Java, SQL, Cloud (AWS/GCP), Project Management, Machine Learning",35659.11,Low
23,Bachelor's,HR,Training Specialist,1,4,"Power BI, Leadership, Python, Java",55622.51,Low
31,Bachelor's,Finance,Accountant,8,6,"Python, Cloud (AWS/GCP), Communication, Data Analysis, Excel, JavaScript",93990.94,High
19,High School,Marketing,Marketing Manager,1,6,"Leadership, Java, Machine Learning, Communication, Power BI, Cloud (AWS/GCP)",41733.7,Low
24,Master's,Marketing,SEO Analyst,2,7,"Machine Learning, Leadership, JavaScript, SQL, Cloud (AWS/GCP), Project Management, Communication",72226.98,High
22,Master's,Finance,Financial Analyst,0,7,"Power BI, Java, Data Analysis, Excel, Project Management, JavaScript, Python",70835.78,High
35,Master's,HR,Recruiter,10,6,"Data Analysis, JavaScript, Python, Power BI, Machine Learning, Java",82108.54,High
31,Master's,Data Science,Data Scientist,7,4,"Java, SQL, Python, Power BI",83796.35,High
27,PhD,Operations,Logistics Head,0,4,"JavaScript, Project Management, Power BI, Java",58861.79,Low
33,Bachelor's,Sales,Account Manager,10,5,"Python, Cloud (AWS/GCP), Power BI, Machine Learning, Leadership",71895.22,High
33,PhD,IT,QA Engineer,6,3,"SQL, Cloud (AWS/GCP), Excel",94780.36,High
41,PhD,Sales,Sales Executive,15,4,"Project Management, Python, Data Analysis, Cloud (AWS/GCP)",97644.52,High
28,Bachelor's,Data Science,Data Scientist,5,6,"Machine Learning, Leadership, JavaScript, Cloud (AWS/GCP), Excel, Communication",75285.22,High
37,Bachelor's,Operations,Supply Chain Analyst,17,2,"Excel, SQL",72449.8,High
32,Master's,HR,HR Manager,8,6,"Java, Leadership, Excel, Power BI, JavaScript, SQL",75772.22,High
26,Master's,Sales,Account Manager,1,7,"Python, Data Analysis, Project Management, Power BI, Excel, Cloud (AWS/GCP), SQL",71101.76,High
24,Master's,HR,Training Specialist,2,2,"Power BI, Project Management",61599.2,Low
28,Master's,Finance,Financial Analyst,4,4,"Java, Communication, Data Analysis, Cloud (AWS/GCP)",65329.77,Low
28,Master's,Sales,Account Manager,3,5,"Power BI, JavaScript, Data Analysis, Machine Learning, Excel",57179.93,Low
33,PhD,Data Science,Data Analyst,6,2,"Java, Leadership",96786.73,High
28,Master's,HR,HR Manager,4,5,"Communication, Leadership, Machine Learning, Cloud (AWS/GCP), JavaScript",60317.36,Low
25,Bachelor's,Operations,Supply Chain Analyst,3,5,"Cloud (AWS/GCP), Power BI, Leadership, Communication, Project Management",60939.67,Low
31,Bachelor's,Marketing,Marketing Manager,11,3,"Excel, Communication, Power BI",65899.3,Low
26,Bachelor's,Data Science,Data Scientist,5,5,"Cloud (AWS/GCP), Project Management, JavaScript, Machine Learning, Python",62662.01,Low
30,Bachelor's,Finance,Financial Analyst,10,4,"Python, Data Analysis, Power BI, Leadership",84411.71,High
21,High School,Operations,Operations Manager,3,2,"JavaScript, Machine Learning",39088.93,Low
23,Bachelor's,Marketing,SEO Analyst,1,4,"Project Management, Java, Cloud (AWS/GCP), Python",46398.69,Low
18,High School,Sales,Account Manager,0,7,"Project Management, Python, Machine Learning, JavaScript, Cloud (AWS/GCP), Data Analysis, Power BI",34591.3,Low
24,Master's,Operations,Supply Chain Analyst,2,4,"Project Management, Cloud (AWS/GCP), Leadership, Python",64569.93,Low
28,Master's,Marketing,Content Writer,3,6,"Leadership, Python, Communication, Cloud (AWS/GCP), SQL, Excel",57472.34,Low
28,Bachelor's,IT,DevOps Engineer,7,4,"Python, Data Analysis, Project Management, JavaScript",70679.6,High
27,Bachelor's,Data Science,ML Engineer,7,4,"JavaScript, Leadership, Communication, Power BI",87543.86,High
26,Master's,HR,Recruiter,3,4,"Machine Learning, Communication, Data Analysis, Excel",68421.4,Low
28,Bachelor's,Finance,Accountant,7,4,"Project Management, Machine Learning, Data Analysis, Leadership",74463.56,High
21,Bachelor's,Operations,Logistics Head,0,3,"Communication, Power BI, JavaScript",44319.38,Low
27,Bachelor's,Finance,Financial Analyst,4,3,"Data Analysis, Excel, Java",63245.95,Low
35,Master's,HR,Training Specialist,13,6,"Python, Cloud (AWS/GCP), Leadership, Communication, Project Management, Data Analysis",91338.59,High
21,High School,Operations,Supply Chain Analyst,1,2,"Java, Project Management",37581.26,Low
28,Bachelor's,IT,Software Engineer,6,3,"Communication, Data Analysis, Leadership",76680.56,High
24,PhD,IT,QA Engineer,0,5,"Communication, Project Management, Data Analysis, Python, Java",62683.43,Low
28,Master's,Sales,Account Manager,6,6,"Data Analysis, Communication, Java, Power BI, JavaScript, Project Management",85673.06,High
38,PhD,Data Science,Data Analyst,14,5,"Project Management, Leadership, Machine Learning, Java, Cloud (AWS/GCP)",115632.38,High
26,High School,IT,Software Engineer,6,7,"Power BI, Leadership, Excel, Data Analysis, Machine Learning, Communication, Python",64096.87,Low
29,Master's,Operations,Supply Chain Analyst,4,5,"Machine Learning, Java, Leadership, Power BI, Communication",57521.94,Low
24,Master's,Finance,CFO,0,6,"Machine Learning, Java, Cloud (AWS/GCP), Project Management, Data Analysis, Leadership",76247.52,High
30,Master's,Finance,Accountant,8,7,"Data Analysis, Communication, SQL, JavaScript, Machine Learning, Power BI, Cloud (AWS/GCP)",87306.14,High
26,Master's,Data Science,Data Scientist,2,2,"Project Management, Communication",81619.61,High
22,Bachelor's,Finance,Financial Analyst,0,3,"Excel, JavaScript, Leadership",39920.15,Low
24,Bachelor's,IT,QA Engineer,4,4,"JavaScript, Python, Communication, Power BI",72642.61,High
41,PhD,IT,Software Engineer,14,6,"Data Analysis, Power BI, Python, Java, Machine Learning, SQL",102334.5,High
40,Bachelor's,Finance,Accountant,17,7,"Communication, Power BI, Machine Learning, Python, Cloud (AWS/GCP), Java, Project Management",98915.81,High
21,Bachelor's,Finance,Financial Analyst,1,5,"SQL, Communication, Java, Excel, Power BI",56982.3,Low
28,Bachelor's,Finance,Financial Analyst,5,5,"Project Management, Python, Excel, Java, Power BI",77810.39,High
24,Master's,Marketing,SEO Analyst,1,3,"SQL, Java, Python",52582.48,Low
36,Bachelor's,Operations,Operations Manager,15,3,"Leadership, SQL, Communication",85324.41,High
22,Bachelor's,Marketing,SEO Analyst,2,3,"Cloud (AWS/GCP), Python, Power BI",46499.88,Low
31,Master's,Operations,Supply Chain Analyst,9,4,"Python, Excel, Data Analysis, Cloud (AWS/GCP)",73442.31,High
39,High School,HR,Training Specialist,18,5,"Communication, Leadership, Python, Data Analysis, Power BI",70395.76,High
31,Master's,Finance,CFO,7,5,"Machine Learning, Communication, Project Management, Power BI, Cloud (AWS/GCP)",68502.21,Low
24,Master's,HR,Training Specialist,2,7,"Project Management, Communication, Cloud (AWS/GCP), Machine Learning, Python, Excel, Power BI",46174.66,Low
28,Master's,Finance,CFO,6,4,"Python, Data Analysis, Leadership, Project Management",78193.33,High
23,Bachelor's,Finance,Financial Analyst,1,2,"Java, Python",49920.82,Low
42,Bachelor's,Operations,Operations Manager,22,4,"Excel, Cloud (AWS/GCP), Communication, Python",109209.14,High
31,Master's,Finance,Financial Analyst,6,6,"Data Analysis, SQL, Excel, Communication, Leadership, Cloud (AWS/GCP)",81675.11,High
21,Bachelor's,Finance,Accountant,0,4,"Communication, Excel, Leadership, Power BI",43433.18,Low
27,High School,Operations,Logistics Head,7,4,"Leadership, Excel, SQL, Cloud (AWS/GCP)",54616.84,Low
27,Master's,HR,HR Manager,2,2,"Cloud (AWS/GCP), Power BI",40236.63,Low
21,High School,Sales,Sales Executive,1,2,"JavaScript, Java",40964.29,Low
23,Bachelor's,IT,QA Engineer,3,7,"Python, SQL, Leadership, Java, Excel, Communication, JavaScript",58215.48,Low
45,Bachelor's,IT,QA Engineer,25,5,"Machine Learning, Data Analysis, Excel, Java, Python",120816.99,High
26,Bachelor's,HR,Recruiter,3,6,"JavaScript, Cloud (AWS/GCP), Machine Learning, Excel, Java, Communication",51313.26,Low
29,Bachelor's,Marketing,SEO Analyst,7,6,"SQL, Power BI, Cloud (AWS/GCP), Leadership, Python, Machine Learning",72832.55,High
32,Bachelor's,Data Science,Data Analyst,10,7,"Cloud (AWS/GCP), Machine Learning, Project Management, Java, Communication, SQL, Excel",103958.17,High
29,Master's,HR,Training Specialist,6,4,"Excel, Project Management, Leadership, Communication",78519.85,High
25,Bachelor's,IT,DevOps Engineer,2,5,"Python, Java, Power BI, Project Management, Leadership",56383.66,Low
37,Bachelor's,IT,QA Engineer,17,2,"Excel, Project Management",78632.24,High
24,Master's,Marketing,Marketing Manager,1,6,"Communication, Excel, Java, Leadership, Data Analysis, Machine Learning",64271.95,Low
35,Bachelor's,Operations,Logistics Head,14,7,"Java, Leadership, Cloud (AWS/GCP), Power BI, Communication, Project Management, Python",79365.09,High
34,PhD,Marketing,Content Writer,7,3,"Machine Learning, Power BI, Java",85544.58,High
28,Bachelor's,HR,HR Manager,5,3,"Cloud (AWS/GCP), Excel, Python",49121.57,Low
25,Bachelor's,IT,DevOps Engineer,3,5,"Data Analysis, JavaScript, Machine Learning, Project Management, Java",48746.46,Low
26,High School,Marketing,Marketing Manager,6,5,"Communication, JavaScript, Leadership, Power BI, Project Management",54161.45,Low
25,Bachelor's,Finance,Financial Analyst,4,3,"Communication, JavaScript, Machine Learning",55894.57,Low
37,Master's,Data Science,ML Engineer,13,7,"Python, SQL, Data Analysis, Project Management, Java, Power BI, JavaScript",107457.51,High
24,Bachelor's,Data Science,Data Scientist,4,2,"Cloud (AWS/GCP), Java",68651.76,Low
21,Bachelor's,HR,HR Manager,0,4,"Machine Learning, Communication, Power BI, JavaScript",47927.13,Low
25,Master's,Data Science,Data Scientist,2,2,"Project Management, Machine Learning",68179.81,Low
